Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U	SBS96V	SBS96W	SBS96X
COAD_TCGA-AA-3506	5	29	17	41	33	4	2	3	10	0	2	1	9	0	0	3	5	1	7	0	0	5	2	32
COAD_TCGA-AA-3510	1314	264	1207	24	68	187	636	6	83	0	0	167	0	13	206	57	0	4	0	0	347	0	0	0
COAD_TCGA-AA-3511	1	11	16	29	3	5	14	0	3	1	4	4	8	1	2	0	9	20	11	0	3	12	16	5
COAD_TCGA-AA-3522	1	3	4	0	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0
COAD_TCGA-AA-3556	0	7	0	9	3	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	2
COAD_TCGA-AA-3655	0	18	8	18	12	5	3	1	8	1	0	3	7	2	0	1	0	3	1	2	9	0	2	3
COAD_TCGA-AA-3660	3	33	13	23	26	9	0	0	0	1	1	3	19	5	0	1	3	4	1	0	13	3	0	17
COAD_TCGA-AA-3662	4	10	6	21	22	0	2	0	0	4	3	1	7	0	0	3	8	4	0	2	1	2	0	14
COAD_TCGA-AA-3663	33	244	37	164	137	261	14	251	281	257	127	97	41	67	14	10	83	8	76	98	0	27	16	17
COAD_TCGA-AA-3697	3	22	13	12	41	3	2	5	5	1	10	1	0	8	12	8	11	19	10	28	6	21	6	32
COAD_TCGA-AA-3712	10	12	6	1	20	4	0	2	3	1	1	1	0	10	24	19	0	52	0	1	16	9	0	5
COAD_TCGA-AA-3713	13	259	48	122	134	114	2	77	44	71	41	23	42	38	10	18	16	5	25	56	2	14	24	7
COAD_TCGA-AA-3947	40	489	85	277	205	271	21	266	116	247	157	142	31	71	43	16	97	8	105	113	9	54	43	53
COAD_TCGA-AA-3984	1512	590	1912	127	117	319	1167	93	362	8	2	427	42	46	472	76	0	0	33	7	240	10	0	0
COAD_TCGA-AA-A00N	1380	646	2174	163	144	284	970	86	359	7	0	377	42	59	314	48	53	3	59	0	155	0	0	5
COAD_TCGA-AA-A010	3271	902	1783	151	327	577	1095	549	270	62	0	755	36	561	358	21	40	0	153	0	229	0	37	0
COAD_TCGA-AA-A01P	12	169	51	136	152	116	4	53	68	72	45	38	13	23	4	17	26	0	20	28	3	9	10	27
COAD_TCGA-AA-A01R	9	478	152	520	414	186	4	127	63	141	97	70	13	45	0	0	49	2	17	87	0	7	25	0
COAD_TCGA-AA-A022	18	393	106	250	285	151	2	107	77	124	119	29	46	36	9	0	41	3	10	70	0	14	1	16
COAD_TCGA-AD-5900	10	324	95	224	193	231	12	163	62	165	99	48	17	54	0	29	23	1	6	107	0	9	15	23
COAD_TCGA-AD-6548	1	10	11	38	19	4	0	0	3	4	4	9	7	5	0	5	2	8	8	2	0	0	7	24
COAD_TCGA-AD-6888	1	23	13	33	15	2	7	5	4	4	5	4	1	0	0	1	3	0	1	2	2	6	3	9
COAD_TCGA-AD-6889	24	302	69	270	168	215	7	165	58	187	196	42	32	44	0	27	71	4	23	119	4	10	0	33
COAD_TCGA-AD-6890	4	25	8	20	29	0	2	0	1	4	2	6	0	2	2	5	3	4	2	4	2	0	2	17
COAD_TCGA-AD-6895	10	337	99	239	181	227	6	65	78	89	81	59	120	28	66	97	24	22	26	69	5	26	221	21
COAD_TCGA-AD-6899	5	31	16	34	26	8	0	3	0	4	0	1	15	2	7	11	1	15	2	11	0	12	5	4
COAD_TCGA-AD-6901	6	33	21	39	37	19	9	8	2	16	3	1	9	0	4	9	2	20	7	0	9	16	14	54
COAD_TCGA-AD-6963	1	14	3	20	11	8	0	0	2	3	0	2	0	5	0	5	3	11	3	3	0	6	11	1
COAD_TCGA-AD-6964	13	190	38	134	115	305	2	107	232	167	95	128	117	14	59	30	29	2	4	19	6	3	89	18
COAD_TCGA-AD-6965	3	23	10	27	18	3	2	6	0	4	4	7	6	1	0	11	7	2	0	0	3	16	2	7
COAD_TCGA-AD-A5EJ	28	257	51	182	184	173	10	170	60	180	121	41	43	52	9	22	19	4	29	66	0	18	0	26
COAD_TCGA-AD-A5EK	2	14	5	14	19	7	0	1	0	0	0	0	13	14	0	6	0	6	2	2	6	0	0	16
COAD_TCGA-AM-5820	5	17	6	19	14	2	0	0	1	2	0	4	7	2	0	0	2	5	0	4	0	5	3	4
COAD_TCGA-AM-5821	17	320	44	143	143	165	8	119	76	138	49	71	24	55	8	5	43	2	67	44	4	17	14	28
COAD_TCGA-AU-3779	6	16	6	18	29	4	4	1	0	1	2	6	10	0	0	10	3	0	0	0	7	5	7	8
COAD_TCGA-AU-6004	8	198	66	194	144	83	0	66	48	118	51	51	17	19	0	0	20	4	10	31	2	11	0	26
COAD_TCGA-AY-5543	6	11	13	21	20	8	3	1	5	7	0	3	9	8	0	8	12	4	0	3	3	12	8	0
COAD_TCGA-AY-6196	2	9	10	17	26	8	2	7	4	7	13	12	17	7	18	0	6	14	4	2	4	60	21	44
COAD_TCGA-AY-6197	11	136	40	125	88	128	1	93	179	178	56	62	30	20	14	2	33	3	11	65	0	5	34	12
COAD_TCGA-AY-6386	2	15	11	34	18	4	0	0	1	7	5	0	7	10	0	5	2	2	0	3	0	0	1	21
COAD_TCGA-AY-A54L	6	20	10	25	25	2	2	7	0	8	8	6	12	4	5	5	3	1	5	0	8	11	0	27
COAD_TCGA-AY-A69D	12	29	21	36	42	10	4	4	1	9	0	2	32	13	0	6	9	4	0	3	5	8	6	23
COAD_TCGA-AY-A71X	1	21	14	21	19	4	0	1	1	1	0	2	9	0	0	5	0	0	4	0	0	5	0	12
COAD_TCGA-AY-A8YK	1	13	7	14	7	5	2	5	1	5	2	0	3	4	0	0	0	3	2	0	0	4	4	14
COAD_TCGA-AZ-4308	0	9	7	8	13	3	2	0	10	2	0	4	6	3	0	7	0	0	0	0	2	3	3	14
COAD_TCGA-AZ-4315	1940	804	2458	146	147	362	1295	166	557	40	36	771	43	101	428	94	62	2	98	0	158	0	0	0
COAD_TCGA-AZ-4323	1	5	6	9	8	0	0	1	4	1	8	6	4	2	2	0	4	0	6	1	4	5	1	1
COAD_TCGA-AZ-4614	2	26	8	34	28	9	4	6	2	3	4	9	5	6	5	0	9	15	31	6	2	24	11	23
COAD_TCGA-AZ-4615	12	103	43	113	106	74	0	80	52	139	47	22	4	7	0	17	53	0	17	44	5	4	0	29
COAD_TCGA-AZ-4616	3	18	11	14	16	0	5	3	5	8	3	0	8	0	0	5	3	1	5	4	5	7	0	4
COAD_TCGA-AZ-4681	0	14	4	15	12	0	0	3	0	3	4	1	9	0	0	1	5	7	1	1	5	10	3	6
COAD_TCGA-AZ-4682	2	13	11	21	19	0	0	0	0	4	5	0	1	0	2	3	1	5	2	6	1	0	6	5
COAD_TCGA-AZ-5403	5	11	5	10	7	0	4	0	4	0	4	10	8	1	1	2	0	2	3	5	6	8	8	2
COAD_TCGA-AZ-5407	4	25	5	16	24	5	0	0	0	3	3	1	10	2	2	0	0	0	3	0	6	6	4	12
COAD_TCGA-AZ-6598	25	582	101	328	211	294	4	176	124	168	157	109	63	54	5	18	36	10	24	127	6	1	36	35
COAD_TCGA-AZ-6599	1	21	22	28	19	0	0	1	0	2	22	0	78	0	106	85	0	4	0	21	3	0	6	0
COAD_TCGA-AZ-6600	6	16	8	29	22	4	0	0	1	5	0	2	4	12	0	10	5	6	2	2	1	22	9	16
COAD_TCGA-AZ-6601	19	516	140	579	437	238	0	192	57	135	141	52	35	42	0	11	38	2	18	157	0	0	0	0
COAD_TCGA-AZ-6603	1	10	12	16	16	0	2	0	0	2	2	4	3	3	2	2	10	0	0	6	3	5	0	0
COAD_TCGA-AZ-6605	2	16	18	18	16	6	0	1	15	8	12	1	8	6	0	0	3	9	7	0	0	4	0	21
COAD_TCGA-AZ-6606	2	20	12	33	32	12	0	4	2	7	0	4	11	1	3	12	7	9	14	7	0	3	0	10
COAD_TCGA-AZ-6607	0	6	4	12	8	0	6	0	3	3	3	1	10	2	2	8	15	0	3	1	1	1	6	6
COAD_TCGA-AZ-6608	1	8	5	16	14	3	6	0	13	4	4	6	2	0	0	1	12	8	10	0	4	29	74	0
COAD_TCGA-CA-5254	2	30	13	36	36	9	7	6	6	7	0	10	6	7	9	5	2	4	1	19	7	17	12	16
COAD_TCGA-CA-5255	1	8	6	10	11	3	0	1	4	3	4	1	1	0	5	0	3	0	2	0	0	5	0	7
COAD_TCGA-CA-5256	2	14	7	23	12	5	5	0	2	7	2	4	5	0	1	0	0	1	2	8	0	5	1	0
COAD_TCGA-CA-5796	2	10	4	23	9	1	0	1	5	2	1	1	5	0	3	0	1	0	1	6	1	8	4	8
COAD_TCGA-CA-5797	1	2	2	11	11	5	2	1	3	0	2	0	8	0	5	6	1	3	0	3	1	13	3	6
COAD_TCGA-CA-6715	6	8	10	20	10	2	0	9	5	4	0	6	6	5	0	2	3	1	3	0	2	6	4	11
COAD_TCGA-CA-6716	5	32	12	30	43	5	0	5	2	0	3	4	5	4	2	10	9	3	1	1	4	9	0	18
COAD_TCGA-CA-6717	3176	386	1975	125	231	172	2627	319	518	200	0	502	90	208	385	98	923	3	507	0	491	29	0	0
COAD_TCGA-CA-6718	1560	110	765	31	31	46	974	42	83	71	11	125	19	18	66	15	50	0	37	0	374	0	0	0
COAD_TCGA-CA-6719	6	24	13	32	20	2	0	2	14	8	3	3	10	6	0	4	2	0	0	2	0	1	0	9
COAD_TCGA-CK-4947	1	18	6	20	18	1	6	0	1	5	1	3	1	1	6	0	6	3	5	8	1	9	8	5
COAD_TCGA-CK-4948	1	19	5	20	22	3	7	2	3	3	3	3	4	1	3	2	0	4	1	4	9	13	2	8
COAD_TCGA-CK-4950	6	16	11	30	22	13	7	0	5	0	4	0	3	14	6	0	3	3	3	28	5	18	0	31
COAD_TCGA-CK-4951	35	866	257	424	256	791	11	83	249	136	341	69	653	47	467	537	0	77	3	261	0	122	753	18
COAD_TCGA-CK-4952	1	16	10	33	37	2	0	3	3	7	0	4	10	5	13	16	5	2	11	8	0	1	0	15
COAD_TCGA-CK-5912	0	10	8	7	16	4	0	0	1	0	4	1	2	0	2	2	3	3	1	5	0	7	11	0
COAD_TCGA-CK-5913	9	145	44	189	95	77	0	84	72	104	32	11	15	28	1	0	26	2	13	50	6	4	24	18
COAD_TCGA-CK-5914	6	29	13	28	18	0	2	3	3	1	4	10	8	1	5	1	7	6	2	2	4	11	11	17
COAD_TCGA-CK-5915	2	18	6	29	29	1	2	0	3	6	3	2	2	4	3	2	4	1	2	8	0	2	0	0
COAD_TCGA-CK-5916	24	275	74	265	220	192	4	78	129	159	124	23	25	22	0	10	52	6	9	78	2	7	28	12
COAD_TCGA-CK-6746	14	201	46	143	118	147	4	99	77	168	90	69	34	33	0	8	54	6	28	60	1	20	14	22
COAD_TCGA-CK-6747	2	31	17	25	32	3	2	0	3	7	1	0	4	3	0	9	2	0	3	9	2	3	1	6
COAD_TCGA-CK-6748	0	8	6	8	17	0	0	1	3	6	5	3	3	4	0	3	4	0	5	0	3	5	1	6
COAD_TCGA-CK-6751	8	34	16	30	24	6	0	1	1	4	9	5	18	4	10	7	14	2	3	4	0	2	4	23
COAD_TCGA-CM-4743	10	198	51	182	185	115	0	117	61	120	58	52	22	39	13	7	58	5	20	88	0	0	0	17
COAD_TCGA-CM-4744	6	20	13	39	32	1	0	3	7	3	2	5	6	6	0	6	8	1	1	0	4	3	3	32
COAD_TCGA-CM-4746	10	222	55	189	160	82	0	54	8	35	17	5	8	14	2	1	29	4	10	24	0	5	0	7
COAD_TCGA-CM-4747	1	27	3	21	21	0	4	0	4	3	5	3	9	1	6	0	0	6	2	5	4	0	0	12
COAD_TCGA-CM-4748	3	10	3	11	11	3	0	1	3	1	0	8	4	3	0	5	6	2	1	3	3	3	0	11
COAD_TCGA-CM-4750	6	10	3	26	15	0	2	0	3	1	4	0	3	2	3	0	3	1	4	11	5	1	2	13
COAD_TCGA-CM-4751	2	30	5	18	21	0	2	0	4	7	4	2	4	0	1	1	4	0	3	1	1	6	6	6
COAD_TCGA-CM-4752	6	22	15	30	29	4	0	3	2	1	7	9	6	4	1	2	7	3	0	2	3	9	1	12
COAD_TCGA-CM-5341	1	21	7	32	36	4	10	4	7	3	0	6	10	0	0	6	0	11	1	11	0	21	6	9
COAD_TCGA-CM-5344	5	13	3	15	17	3	2	2	2	0	4	2	0	1	0	1	0	1	0	13	1	12	0	3
COAD_TCGA-CM-5348	2	32	27	22	42	3	2	3	7	1	5	10	12	3	4	15	3	11	3	0	5	26	5	10
COAD_TCGA-CM-5349	1	20	13	31	22	0	5	0	2	2	3	0	4	2	0	4	9	2	4	8	0	1	6	8
COAD_TCGA-CM-5860	2	20	17	28	19	2	0	0	0	6	1	3	9	12	0	2	0	5	3	9	0	0	0	20
COAD_TCGA-CM-5861	9	227	49	138	111	167	13	134	298	162	110	74	31	29	6	17	68	4	38	75	8	18	14	23
COAD_TCGA-CM-5862	2	17	8	19	24	2	4	1	1	6	2	6	5	5	0	2	6	4	5	0	0	15	0	1
COAD_TCGA-CM-5863	1	11	8	21	6	1	5	1	0	2	2	1	5	0	0	4	5	1	0	0	7	3	0	3
COAD_TCGA-CM-5864	6	25	10	19	21	7	8	2	4	12	5	6	23	8	3	5	0	5	0	18	0	46	7	26
COAD_TCGA-CM-5868	4	12	9	16	12	5	2	3	3	9	9	0	4	0	2	5	2	4	3	5	6	2	3	7
COAD_TCGA-CM-6161	1	11	7	27	17	9	2	1	1	6	0	2	5	0	5	0	2	3	0	1	0	1	13	23
COAD_TCGA-CM-6163	1	14	13	26	18	0	0	1	3	4	1	3	9	2	4	2	0	8	2	0	4	8	1	19
COAD_TCGA-CM-6164	1	11	7	7	9	0	6	2	1	5	0	6	8	5	2	1	2	1	0	7	2	0	8	7
COAD_TCGA-CM-6165	5	13	5	10	26	8	1	5	0	2	0	3	12	0	2	0	14	3	0	22	4	8	0	11
COAD_TCGA-CM-6166	5	21	12	9	11	2	2	1	3	0	1	2	3	0	0	10	0	5	0	5	3	0	0	23
COAD_TCGA-CM-6167	2	13	5	17	14	1	0	1	0	7	2	0	6	3	3	0	0	1	0	1	0	3	11	14
COAD_TCGA-CM-6168	4	36	13	32	32	15	0	9	6	11	11	14	9	5	1	2	18	16	5	28	2	0	2	20
COAD_TCGA-CM-6169	3	15	7	14	26	7	0	2	5	4	5	2	4	0	0	2	0	2	2	3	0	0	6	27
COAD_TCGA-CM-6170	1	16	6	34	0	1	0	3	1	4	11	0	12	0	1	9	0	6	6	11	1	5	2	0
COAD_TCGA-CM-6171	15	225	69	296	187	103	3	96	59	111	87	25	23	18	0	15	43	5	13	65	0	7	1	21
COAD_TCGA-CM-6172	1	19	12	22	17	1	0	0	0	4	1	0	12	1	3	8	0	3	8	0	0	6	5	17
COAD_TCGA-CM-6674	2	181	62	185	173	94	0	49	38	90	47	32	0	0	0	10	22	5	11	57	0	0	6	0
COAD_TCGA-CM-6675	1	14	4	23	4	0	1	4	1	2	0	8	10	3	5	0	7	1	4	15	0	6	5	10
COAD_TCGA-CM-6676	2	22	9	21	17	2	2	1	1	1	1	7	9	5	0	3	10	0	3	8	5	0	5	9
COAD_TCGA-CM-6677	9	31	12	24	29	3	0	3	2	2	0	5	13	3	1	7	8	0	4	12	0	3	0	12
COAD_TCGA-CM-6678	5	25	9	41	21	1	5	0	6	1	7	3	11	1	7	4	11	0	0	3	0	0	1	17
COAD_TCGA-CM-6679	1	16	2	10	8	2	4	0	5	7	3	6	5	1	0	7	17	1	3	1	1	0	4	2
COAD_TCGA-CM-6680	0	15	13	18	19	0	0	0	5	2	0	7	12	0	0	3	6	1	1	9	5	0	2	7
COAD_TCGA-D5-5537	4	20	8	19	19	4	4	0	3	3	1	5	12	4	5	0	0	1	1	4	0	7	0	15
COAD_TCGA-D5-5538	5	10	9	30	14	3	0	1	2	9	8	9	2	1	3	1	4	2	7	9	5	9	1	19
COAD_TCGA-D5-5539	1	12	5	21	27	5	0	0	2	4	2	3	11	3	0	4	0	4	8	12	2	9	0	11
COAD_TCGA-D5-5540	3	24	13	23	32	4	2	0	0	1	0	0	10	3	0	9	8	8	4	1	4	7	2	19
COAD_TCGA-D5-5541	0	12	10	15	11	1	0	0	4	4	4	0	10	2	0	6	0	0	1	4	0	4	0	3
COAD_TCGA-D5-6529	5	25	12	28	16	9	0	0	0	1	4	3	5	1	0	4	7	3	1	2	0	8	0	13
COAD_TCGA-D5-6530	6	201	52	214	188	125	0	77	49	91	70	18	29	12	0	0	20	2	11	35	0	20	7	0
COAD_TCGA-D5-6531	8	31	16	43	38	8	0	3	2	3	1	2	9	3	11	0	3	7	10	2	2	13	11	28
COAD_TCGA-D5-6532	3	19	14	22	17	1	5	3	3	2	5	0	2	2	0	19	3	11	7	1	7	9	7	2
COAD_TCGA-D5-6533	2	12	16	20	28	7	5	4	4	2	3	4	21	3	1	0	6	13	4	10	8	17	25	12
COAD_TCGA-D5-6534	5	16	10	15	27	2	9	3	3	2	12	3	9	6	0	7	1	6	9	6	5	28	3	22
COAD_TCGA-D5-6535	7	17	9	22	19	3	2	3	3	0	7	13	5	12	3	18	10	14	9	4	10	20	0	22
COAD_TCGA-D5-6536	0	23	7	14	15	2	0	3	6	3	5	4	1	2	1	4	0	5	1	2	0	15	4	17
COAD_TCGA-D5-6537	7	17	12	22	27	3	0	2	1	5	0	1	0	4	0	2	4	0	2	6	7	4	2	15
COAD_TCGA-D5-6538	1	36	14	25	26	4	3	1	3	7	2	0	10	0	7	8	2	0	2	0	1	9	5	15
COAD_TCGA-D5-6539	2	9	8	13	21	3	0	1	4	4	3	1	0	2	0	9	7	2	3	4	9	14	7	1
COAD_TCGA-D5-6540	20	346	77	195	131	159	5	115	24	60	73	46	20	43	0	3	15	5	27	75	1	15	9	50
COAD_TCGA-D5-6541	1	18	6	22	27	1	0	1	0	7	1	4	2	0	0	1	2	6	0	0	0	5	4	6
COAD_TCGA-D5-6898	4	15	5	10	17	1	0	1	2	3	2	1	4	0	0	2	0	3	2	6	3	6	6	7
COAD_TCGA-D5-6920	3	25	10	16	25	4	0	0	1	3	6	5	2	0	2	12	3	6	1	5	5	5	1	11
COAD_TCGA-D5-6922	1	23	10	19	22	3	0	0	1	4	3	6	13	1	0	2	0	12	6	0	3	15	2	4
COAD_TCGA-D5-6924	4	15	9	29	27	8	4	2	2	1	0	1	4	2	8	2	8	5	7	17	3	13	12	15
COAD_TCGA-D5-6926	2	14	8	29	17	2	5	0	2	8	0	6	3	1	6	1	13	12	2	4	3	8	5	11
COAD_TCGA-D5-6927	12	120	27	92	79	66	0	57	71	94	37	40	10	11	9	1	37	0	10	32	0	4	4	0
COAD_TCGA-D5-6928	37	476	72	218	188	229	1	165	58	83	102	61	42	33	25	32	81	7	4	97	5	0	32	28
COAD_TCGA-D5-6929	2	15	8	20	7	1	4	7	3	6	6	0	5	9	5	12	3	9	5	15	10	3	2	4
COAD_TCGA-D5-6930	21	469	61	145	147	221	2	56	24	27	67	55	32	63	36	23	2	4	17	48	6	1	24	10
COAD_TCGA-D5-6931	4	34	17	27	27	8	23	3	8	4	8	9	39	11	6	11	1	6	110	19	9	3	12	16
COAD_TCGA-D5-6932	6	12	6	16	13	6	10	6	5	4	1	0	6	5	0	1	11	5	7	12	0	20	15	9
COAD_TCGA-D5-7000	0	18	11	17	30	3	2	1	0	2	1	6	7	1	3	0	0	10	2	2	0	9	0	23
COAD_TCGA-DM-A0X9	5	21	19	36	27	8	2	2	2	4	7	1	17	8	0	9	7	8	7	1	6	13	3	25
COAD_TCGA-DM-A0XD	4	31	17	46	13	10	4	2	0	4	1	0	11	3	7	8	12	11	4	0	9	8	1	21
COAD_TCGA-DM-A0XF	2	7	12	12	10	6	7	3	5	2	10	0	2	3	7	3	1	8	3	29	4	10	11	17
COAD_TCGA-DM-A1D0	1	12	5	13	25	0	7	3	2	3	3	2	7	7	2	0	11	13	3	4	2	16	7	6
COAD_TCGA-DM-A1D4	7	36	14	40	35	0	2	6	6	11	7	7	6	5	0	7	5	3	4	1	6	5	1	21
COAD_TCGA-DM-A1D6	0	19	10	23	24	4	7	3	5	3	4	0	1	1	3	10	0	9	1	6	1	4	0	14
COAD_TCGA-DM-A1D7	2	16	5	17	27	9	6	2	0	3	4	5	12	9	0	8	5	5	0	15	0	18	12	13
COAD_TCGA-DM-A1D8	6	20	14	24	15	0	2	5	2	4	3	6	9	5	0	0	11	10	11	15	6	15	18	27
COAD_TCGA-DM-A1D9	3	7	11	19	15	4	2	6	2	1	3	4	8	9	3	3	8	5	2	5	4	28	21	7
COAD_TCGA-DM-A1DA	7	35	13	26	35	17	1	12	3	5	2	2	24	9	3	6	11	5	25	35	12	39	13	37
COAD_TCGA-DM-A1DB	1	9	7	13	9	2	0	1	3	2	4	0	5	0	0	0	7	8	5	7	1	2	0	7
COAD_TCGA-DM-A1HA	5	27	5	26	28	0	1	0	3	1	2	10	4	9	0	10	0	5	1	12	3	16	8	15
COAD_TCGA-DM-A1HB	10	176	44	138	132	112	1	95	123	212	59	66	3	44	11	13	29	4	35	80	9	23	20	26
COAD_TCGA-DM-A280	5	19	7	20	17	2	12	0	1	0	2	13	7	1	4	2	3	3	31	0	0	0	0	29
COAD_TCGA-DM-A282	5	14	12	24	21	0	0	3	6	2	3	2	6	0	5	4	1	9	0	4	2	1	5	9
COAD_TCGA-DM-A285	2	22	13	21	14	1	7	0	5	10	1	2	6	7	6	7	11	8	8	27	18	13	15	11
COAD_TCGA-DM-A288	3	15	3	15	13	4	0	2	1	2	0	0	3	3	0	6	4	12	14	7	0	6	1	6
COAD_TCGA-DM-A28A	7	20	9	30	20	1	0	3	4	13	7	6	3	3	1	0	0	10	2	12	12	2	0	26
COAD_TCGA-DM-A28C	3	16	6	17	20	3	1	1	0	7	6	2	5	1	0	5	1	8	3	3	3	7	1	19
COAD_TCGA-DM-A28E	4	11	7	17	13	2	0	0	3	10	3	7	0	0	3	2	10	3	3	0	1	6	3	10
COAD_TCGA-DM-A28F	8	30	15	29	19	11	5	9	7	2	1	6	22	3	5	10	14	22	39	2	8	34	13	19
COAD_TCGA-DM-A28G	1	15	7	27	21	5	2	1	2	8	0	15	11	5	2	5	2	6	5	6	0	0	2	17
COAD_TCGA-DM-A28H	2	19	8	9	22	3	6	0	1	6	5	10	7	4	0	11	4	17	1	14	6	5	4	1
COAD_TCGA-DM-A28K	4	18	8	23	31	1	0	2	0	0	6	9	6	1	1	3	7	2	3	6	1	7	0	4
COAD_TCGA-DM-A28M	1	19	11	23	20	2	1	1	2	10	0	2	10	1	2	5	11	0	4	0	1	1	0	6
COAD_TCGA-F4-6459	4	11	14	17	14	3	3	4	3	12	9	0	8	1	4	9	0	16	10	6	4	16	4	4
COAD_TCGA-F4-6460	7	16	13	24	11	5	6	4	2	5	2	5	10	2	3	9	7	6	1	5	5	24	18	9
COAD_TCGA-F4-6461	2	26	12	16	27	8	2	3	6	14	5	2	24	2	3	0	4	4	2	3	6	9	5	8
COAD_TCGA-F4-6463	1	18	9	19	14	3	0	0	0	1	2	6	4	1	1	0	2	1	1	8	1	0	3	0
COAD_TCGA-F4-6569	6	12	10	15	22	4	0	1	3	3	0	5	8	3	1	0	0	10	25	1	7	10	6	6
COAD_TCGA-F4-6570	23	311	87	242	179	214	13	144	110	92	112	51	48	47	17	36	47	12	84	83	10	5	44	47
COAD_TCGA-F4-6703	8	104	25	62	55	84	4	39	28	69	7	1	18	15	1	8	34	7	23	38	5	14	18	1
COAD_TCGA-F4-6704	1	11	8	10	8	1	2	2	0	7	1	3	6	2	3	7	9	4	3	4	0	6	0	7
COAD_TCGA-F4-6805	5	8	4	14	15	5	1	3	3	0	0	5	2	0	1	0	14	1	2	1	0	8	4	2
COAD_TCGA-F4-6806	5	21	8	19	27	0	0	1	2	8	3	4	9	0	5	7	5	3	0	7	4	4	6	0
COAD_TCGA-F4-6807	7	11	5	15	14	5	0	14	3	4	0	1	21	10	2	5	12	3	3	37	2	24	7	20
COAD_TCGA-F4-6808	2	19	9	36	20	4	0	3	1	2	0	7	9	6	1	2	4	4	7	26	3	11	2	6
COAD_TCGA-F4-6809	7	14	5	11	17	7	6	3	10	0	0	7	7	6	0	1	10	18	12	18	3	10	17	20
COAD_TCGA-F4-6854	0	10	6	19	15	4	4	5	2	3	9	3	6	2	3	7	3	3	5	5	1	10	8	19
COAD_TCGA-F4-6855	4	19	7	21	14	0	2	4	2	2	3	2	7	4	2	6	5	6	0	9	5	13	0	14
COAD_TCGA-F4-6856	5	352	37	127	104	167	6	39	54	55	39	56	27	22	9	13	8	3	7	34	4	6	33	9
COAD_TCGA-G4-6293	5	17	9	24	13	5	2	0	1	8	7	1	17	1	2	6	3	0	1	0	3	7	6	15
COAD_TCGA-G4-6294	3	22	6	13	13	7	0	4	4	4	7	6	3	7	6	0	0	17	10	10	0	25	22	19
COAD_TCGA-G4-6295	3	21	12	13	22	3	5	3	6	8	9	4	7	6	8	0	1	8	1	1	4	33	14	16
COAD_TCGA-G4-6297	3	9	13	20	23	1	0	4	0	4	4	3	1	3	2	2	0	0	1	5	0	4	7	2
COAD_TCGA-G4-6298	5	13	5	22	23	3	0	1	1	0	0	0	12	0	0	1	0	0	0	7	6	3	0	5
COAD_TCGA-G4-6299	4	19	10	29	8	2	6	5	5	4	9	5	5	11	2	10	7	5	3	13	3	34	6	6
COAD_TCGA-G4-6302	11	165	72	121	132	90	3	107	48	107	79	29	20	17	0	5	22	9	10	52	4	4	16	39
COAD_TCGA-G4-6303	6	16	15	17	28	6	3	0	1	4	2	0	3	0	0	4	0	1	0	11	2	4	3	5
COAD_TCGA-G4-6304	8	226	54	142	111	116	4	62	68	100	77	34	37	22	3	2	8	8	6	58	8	5	21	18
COAD_TCGA-G4-6306	2	24	9	18	26	3	2	4	1	12	3	2	3	7	4	0	4	3	3	0	6	0	0	15
COAD_TCGA-G4-6307	3	13	6	16	4	4	4	3	1	0	2	4	7	0	5	0	3	7	3	4	6	4	1	14
COAD_TCGA-G4-6309	7	163	48	195	192	73	3	51	28	68	24	27	0	12	0	2	24	0	9	35	2	8	0	1
COAD_TCGA-G4-6310	2	36	14	21	25	2	0	1	0	4	3	5	14	4	0	3	3	3	2	0	4	3	5	6
COAD_TCGA-G4-6311	6	19	12	31	14	1	6	3	5	3	8	2	5	4	7	2	5	5	9	6	1	9	8	32
COAD_TCGA-G4-6314	4	27	15	24	28	5	3	4	4	5	0	4	1	11	10	3	3	15	2	0	3	19	0	0
COAD_TCGA-G4-6315	5	22	10	21	36	8	4	0	6	1	0	1	9	2	2	0	3	15	3	18	3	3	6	17
COAD_TCGA-G4-6317	2	19	13	28	21	1	0	1	2	2	4	5	13	0	0	5	4	3	0	3	2	7	7	0
COAD_TCGA-G4-6320	19	245	76	229	213	87	1	88	32	26	91	25	69	21	4	15	10	2	4	51	19	5	0	80
COAD_TCGA-G4-6321	2	16	7	13	18	1	2	0	0	2	7	1	5	2	3	2	0	2	0	0	0	0	0	19
COAD_TCGA-G4-6322	4	13	9	23	14	1	0	1	5	3	0	1	20	0	4	0	0	3	0	8	1	4	0	10
COAD_TCGA-G4-6323	5	19	4	20	15	9	0	0	6	3	0	0	5	3	0	3	11	4	4	5	7	2	1	10
COAD_TCGA-G4-6586	11	210	61	202	188	109	0	68	66	130	37	53	28	27	0	0	65	6	28	47	0	14	3	23
COAD_TCGA-G4-6588	24	390	54	252	227	272	2	189	207	221	133	145	58	52	6	28	90	5	36	120	2	13	43	9
COAD_TCGA-G4-6625	0	12	7	19	20	3	7	1	0	13	5	4	9	5	3	0	2	6	1	13	2	18	4	12
